Left LC1 Zero Point,Left LC1 Calibration Constant,Left LC2 Zero Point,Left LC2 Calibration Constant,Left LC3 Zero Point,Left LC3 Calibration Constant,Centre LC1 Zero Point,Centre LC1 Calibration Constant,Centre LC2 Zero Point,Centre LC2 Calibration Constant,Centre LC3 Zero Point,Centre LC3 Calibration Constant,Right LC1 Zero Point,Right LC1 Calibration Constant,Right LC2 Zero Point,Right LC2 Calibration Constant,Right LC3 Zero Point,Right LC3 Calibration Constant
161475.000000000000,0.000000000000,-80058.000000000000,0.000000000000,-24007.000000000000,-0.000000000000,34450.000000000000,-0.000000000000,12851.000000000000,0.000000000000,70334.000000000000,-0.000000000000,36814.000000000000,0.000000000000,116529.000000000000,-0.000000000000,-77895.000000000000,-0.000000000000
